,Hotel,Is repeated guest,Arrival date,Departure date,Lead time,Adults,Children,Babies,Meal,Country,Market segment,Distribution channel,Customer type,Room type,Booking changes,Deposit type,Agent,Company,Days in waiting list,Customer City,Customer State,ADR,Required car parking spaces,Total of special requests,Reservation status,Reservation status date,Booking Date,Canceled
372,Resort Hotel,1,2021-02-26,2022-03-22,77,2,0,1,FB,United Kingdom,Direct,TA/TO,Group,Double,3,No Deposit,6,8,17,Lisbon,Berlin,70.91,0,1,No-Show,2021-01-23,2020-12-11,0
373,City Hotel,1,2022-04-01,2022-02-21,160,1,2,1,FB,France,Online TA,Direct,Transient,Triple,0,Non Refund,9,9,22,London,Madrid,176.26,0,1,Canceled,2020-03-10,2021-10-23,1
374,Resort Hotel,0,2021-08-19,2022-01-03,162,3,1,1,FB,France,Online TA,Direct,Group,Triple,2,Refundable,5,8,5,Berlin,Berlin,151.51,2,0,Canceled,2020-08-04,2021-03-10,1
375,City Hotel,1,2022-08-17,2022-03-10,30,4,0,0,HB,Germany,Direct,Corporate,Transient-Party,Double,0,No Deposit,6,8,44,London,Paris,165.69,1,2,No-Show,2020-07-04,2022-07-18,0
376,City Hotel,1,2020-10-31,2022-09-20,364,3,0,0,FB,United Kingdom,Direct,Direct,Transient-Party,Double,3,Non Refund,8,5,31,London,Madrid,187.68,0,3,Check-Out,2021-08-08,2019-11-02,0
377,City Hotel,0,2022-12-02,2022-03-21,358,4,0,0,HB,France,Offline TA/TO,Corporate,Group,Single,1,Refundable,9,1,1,Lisbon,Madrid,96.0,0,1,No-Show,2022-05-02,2021-12-09,0
378,City Hotel,1,2022-04-12,2022-01-17,153,2,2,1,HB,Spain,Online TA,Corporate,Group,Triple,1,Non Refund,1,4,0,Berlin,Berlin,139.39,1,4,Canceled,2021-12-05,2021-11-10,1
379,City Hotel,1,2020-03-14,2021-08-17,9,1,0,1,HB,Portugal,Direct,TA/TO,Transient,Single,1,Non Refund,2,1,22,Berlin,London,146.36,2,3,Check-Out,2021-07-19,2020-03-05,0
380,Resort Hotel,0,2022-03-28,2020-06-09,24,3,2,1,FB,France,Offline TA/TO,TA/TO,Transient-Party,Triple,1,Non Refund,5,7,9,London,Berlin,121.07,2,3,Check-Out,2020-12-16,2022-03-04,0
381,Resort Hotel,0,2022-04-25,2021-12-25,296,3,1,0,BB,Germany,Corporate,TA/TO,Contract,Single,1,No Deposit,3,9,40,London,Lisbon,183.31,2,4,No-Show,2022-09-03,2021-07-03,0
382,City Hotel,1,2022-10-09,2022-04-23,125,1,1,0,FB,France,Direct,TA/TO,Contract,Triple,0,Non Refund,8,5,27,Lisbon,Paris,169.1,1,2,Canceled,2022-02-09,2022-06-06,1
383,Resort Hotel,0,2022-01-02,2020-05-29,213,4,0,0,HB,Spain,Online TA,Direct,Transient,Triple,2,No Deposit,1,8,20,Lisbon,Lisbon,132.56,2,0,No-Show,2021-12-25,2021-06-03,0
384,City Hotel,0,2020-07-03,2020-09-24,32,4,2,1,FB,Portugal,Offline TA/TO,TA/TO,Transient,Triple,0,No Deposit,5,9,13,Paris,Madrid,137.57,0,0,No-Show,2020-11-06,2020-06-01,0
385,City Hotel,0,2022-06-18,2022-12-23,317,2,1,1,HB,Germany,Offline TA/TO,TA/TO,Transient,Double,2,No Deposit,10,2,48,Madrid,Paris,168.47,2,1,No-Show,2022-04-22,2021-08-05,0
386,City Hotel,1,2021-07-12,2020-06-28,30,1,1,0,HB,Germany,Online TA,Direct,Transient-Party,Triple,3,No Deposit,3,5,14,Lisbon,Berlin,117.68,2,3,Canceled,2020-10-11,2021-06-12,1
387,City Hotel,1,2021-01-18,2020-11-09,171,3,1,0,BB,Portugal,Direct,TA/TO,Contract,Single,1,Refundable,4,2,22,Lisbon,Berlin,189.12,2,3,No-Show,2021-04-22,2020-07-31,0
388,City Hotel,1,2021-09-14,2021-03-18,253,1,2,1,FB,United Kingdom,Offline TA/TO,TA/TO,Group,Double,2,Refundable,7,1,22,Berlin,Paris,107.31,0,0,Canceled,2021-06-01,2021-01-04,1
389,Resort Hotel,1,2021-09-11,2020-05-27,156,3,2,1,HB,United Kingdom,Corporate,Direct,Contract,Triple,1,No Deposit,5,5,48,London,Paris,191.28,1,0,Canceled,2022-04-11,2021-04-08,1
390,City Hotel,0,2021-10-01,2022-06-05,50,3,0,0,HB,Spain,Corporate,Corporate,Transient,Single,2,Refundable,2,3,45,London,Lisbon,105.57,0,2,Canceled,2020-01-26,2021-08-12,1
391,Resort Hotel,0,2022-08-31,2021-08-24,135,1,2,1,BB,United Kingdom,Corporate,Direct,Group,Triple,0,Non Refund,7,1,41,Lisbon,Berlin,192.58,0,1,No-Show,2021-12-26,2022-04-18,0
392,City Hotel,0,2020-06-02,2022-09-27,85,4,1,0,HB,France,Direct,Direct,Contract,Single,3,Refundable,10,3,13,Paris,Paris,102.6,0,2,Check-Out,2022-05-30,2020-03-09,0
393,City Hotel,1,2022-12-02,2021-04-11,3,2,2,1,HB,Spain,Corporate,Direct,Transient,Triple,2,No Deposit,1,2,41,Lisbon,Paris,194.55,2,2,Canceled,2022-01-17,2022-11-29,1
394,Resort Hotel,0,2021-03-06,2020-02-18,123,2,0,1,BB,Germany,Corporate,Direct,Contract,Single,0,No Deposit,6,1,15,Berlin,Paris,119.24,0,3,No-Show,2021-05-21,2020-11-03,0
395,Resort Hotel,1,2021-03-18,2021-03-24,223,3,0,0,FB,Germany,Corporate,TA/TO,Transient-Party,Double,1,Refundable,2,5,16,Paris,London,150.6,1,4,Check-Out,2021-06-03,2020-08-07,0
396,Resort Hotel,0,2020-10-09,2022-05-06,330,4,0,1,HB,United Kingdom,Direct,Corporate,Transient-Party,Double,2,No Deposit,9,7,13,Paris,Madrid,102.31,1,4,Canceled,2021-12-18,2019-11-14,1
397,City Hotel,0,2021-01-25,2021-05-30,248,2,1,1,FB,Spain,Direct,TA/TO,Contract,Single,3,Refundable,7,9,19,Lisbon,Berlin,144.98,2,2,No-Show,2021-10-24,2020-05-22,0
398,Resort Hotel,0,2022-04-20,2021-08-14,231,2,0,1,BB,Spain,Offline TA/TO,Corporate,Transient-Party,Single,1,No Deposit,8,6,34,Madrid,Lisbon,178.23,0,3,Canceled,2022-06-30,2021-09-01,1
399,City Hotel,0,2020-04-09,2021-11-16,247,2,2,1,BB,France,Direct,Corporate,Transient,Double,3,No Deposit,5,3,28,London,Madrid,171.89,1,1,Check-Out,2020-08-07,2019-08-06,0
400,Resort Hotel,1,2021-02-09,2022-01-12,178,2,0,1,BB,France,Corporate,TA/TO,Contract,Single,2,Refundable,4,7,28,London,Madrid,99.74,1,1,Canceled,2022-11-23,2020-08-15,1
401,Resort Hotel,1,2022-03-25,2021-04-16,331,1,0,0,FB,United Kingdom,Corporate,Direct,Transient,Single,1,Refundable,7,7,28,Berlin,Paris,119.06,2,4,Canceled,2020-09-17,2021-04-28,1
402,Resort Hotel,1,2020-12-28,2020-04-29,7,1,0,0,HB,Portugal,Direct,Direct,Group,Single,1,Refundable,3,9,3,Berlin,Lisbon,175.0,0,4,No-Show,2020-05-30,2020-12-21,0
403,Resort Hotel,0,2021-10-05,2020-06-23,252,3,1,1,BB,France,Online TA,Direct,Transient-Party,Single,3,Non Refund,5,10,4,Lisbon,London,197.83,2,4,Check-Out,2022-05-25,2021-01-26,0
404,Resort Hotel,0,2022-11-07,2020-09-14,173,4,2,1,HB,Spain,Corporate,Direct,Group,Single,2,Non Refund,9,1,3,Lisbon,Paris,63.37,1,3,Canceled,2020-07-06,2022-05-18,1
405,Resort Hotel,0,2020-12-24,2021-01-14,339,3,1,0,HB,Portugal,Online TA,Corporate,Group,Triple,0,Refundable,1,3,33,Paris,London,144.43,2,2,Check-Out,2022-07-13,2020-01-20,0
406,Resort Hotel,1,2020-11-01,2020-02-24,288,3,1,0,HB,Spain,Corporate,Corporate,Transient-Party,Single,3,Refundable,8,9,23,Berlin,London,160.29,1,3,Check-Out,2021-04-16,2020-01-18,0
407,City Hotel,1,2022-12-05,2022-02-06,194,3,2,0,HB,Portugal,Direct,Direct,Contract,Double,2,Non Refund,9,1,32,London,Madrid,181.85,2,0,Canceled,2020-04-30,2022-05-25,1
408,Resort Hotel,0,2022-10-04,2020-07-27,102,4,0,0,FB,Germany,Offline TA/TO,Corporate,Transient,Single,2,Non Refund,1,8,11,Berlin,Berlin,89.77,2,2,No-Show,2021-11-26,2022-06-24,0
409,City Hotel,0,2022-06-18,2022-04-29,355,4,0,0,FB,United Kingdom,Online TA,Corporate,Transient,Triple,1,Non Refund,10,5,27,Madrid,Lisbon,153.53,2,4,No-Show,2021-07-21,2021-06-28,0
410,City Hotel,1,2022-01-28,2021-05-11,351,3,1,0,FB,France,Direct,Direct,Transient,Single,0,No Deposit,3,4,40,Berlin,Berlin,108.14,2,0,No-Show,2020-02-09,2021-02-11,0
411,City Hotel,1,2022-09-10,2022-01-28,129,1,1,0,HB,United Kingdom,Online TA,Corporate,Transient-Party,Double,3,Refundable,8,4,6,London,Madrid,135.13,1,3,Canceled,2022-04-29,2022-05-04,1
412,Resort Hotel,1,2020-09-15,2022-09-16,300,2,1,1,BB,Portugal,Offline TA/TO,Direct,Contract,Double,1,No Deposit,5,9,10,Berlin,Lisbon,63.59,1,3,Canceled,2022-09-07,2019-11-20,1
413,Resort Hotel,0,2021-08-22,2020-10-29,279,3,2,0,HB,France,Online TA,TA/TO,Group,Double,0,Refundable,7,10,31,London,Lisbon,170.69,0,3,Check-Out,2020-08-04,2020-11-16,0
414,Resort Hotel,0,2021-10-09,2020-05-12,106,1,2,0,BB,United Kingdom,Online TA,TA/TO,Transient,Triple,1,Refundable,9,8,45,London,Madrid,55.63,2,4,No-Show,2022-09-22,2021-06-25,0
415,City Hotel,0,2020-10-22,2021-04-22,283,2,0,1,FB,Portugal,Direct,TA/TO,Transient,Single,3,Refundable,1,3,3,Lisbon,Madrid,122.94,2,3,Canceled,2021-02-20,2020-01-13,1
416,Resort Hotel,1,2022-11-12,2022-02-04,222,2,0,1,HB,Spain,Corporate,TA/TO,Contract,Triple,1,Non Refund,7,6,33,Madrid,Paris,74.57,2,4,Check-Out,2020-08-14,2022-04-04,0
417,Resort Hotel,1,2022-02-26,2021-06-30,158,4,1,1,BB,United Kingdom,Corporate,Corporate,Group,Triple,3,No Deposit,1,4,49,Lisbon,Madrid,180.39,1,0,Canceled,2022-01-20,2021-09-21,1
418,Resort Hotel,1,2022-12-12,2022-08-18,27,2,0,0,HB,France,Online TA,TA/TO,Transient,Triple,2,Non Refund,4,10,22,Paris,Madrid,187.15,1,1,Canceled,2022-07-04,2022-11-15,1
419,Resort Hotel,1,2020-02-04,2021-10-13,166,1,1,0,BB,Spain,Online TA,Corporate,Group,Single,2,Refundable,4,1,9,Paris,Berlin,101.36,0,1,No-Show,2021-07-03,2019-08-22,0
420,City Hotel,1,2020-12-09,2021-11-10,314,3,0,0,HB,Portugal,Corporate,TA/TO,Transient,Double,3,Refundable,1,9,19,Madrid,Berlin,115.6,1,4,No-Show,2021-06-18,2020-01-30,0
421,Resort Hotel,1,2020-11-22,2020-08-04,164,1,0,0,HB,Germany,Direct,TA/TO,Contract,Triple,0,No Deposit,4,1,36,Lisbon,Paris,139.98,0,0,No-Show,2021-10-09,2020-06-11,0
422,City Hotel,1,2022-12-30,2020-01-02,351,4,1,0,HB,France,Corporate,Direct,Transient-Party,Double,1,Refundable,8,3,4,Lisbon,Berlin,173.63,2,3,Check-Out,2021-02-08,2022-01-13,0
423,Resort Hotel,1,2021-09-10,2020-07-25,135,2,2,1,FB,United Kingdom,Direct,TA/TO,Transient-Party,Triple,3,Refundable,4,1,38,Madrid,Berlin,112.83,0,0,Check-Out,2020-01-20,2021-04-28,0
424,Resort Hotel,0,2020-08-01,2020-04-14,69,2,2,1,FB,France,Online TA,Direct,Transient-Party,Double,1,Refundable,10,8,10,Paris,Paris,74.28,0,3,No-Show,2020-09-06,2020-05-24,0
425,City Hotel,0,2020-04-24,2020-03-11,218,4,1,1,FB,Germany,Direct,TA/TO,Transient,Single,2,No Deposit,5,2,32,London,Lisbon,185.44,2,4,Check-Out,2022-11-28,2019-09-19,0
426,City Hotel,0,2020-11-05,2022-02-13,310,4,0,0,HB,Portugal,Offline TA/TO,TA/TO,Contract,Single,0,Refundable,5,10,2,Paris,Madrid,69.49,2,2,No-Show,2022-06-13,2019-12-31,0
427,Resort Hotel,0,2021-06-02,2022-10-10,358,1,0,1,HB,United Kingdom,Online TA,Corporate,Transient,Triple,3,Non Refund,3,1,26,Berlin,Berlin,86.88,1,2,Check-Out,2022-04-20,2020-06-09,0
428,Resort Hotel,1,2020-10-25,2020-03-02,190,2,1,1,FB,Portugal,Direct,Direct,Transient-Party,Double,1,No Deposit,10,10,6,London,Madrid,122.03,1,4,Check-Out,2020-05-29,2020-04-18,0
429,City Hotel,1,2020-03-31,2022-07-09,247,4,2,0,BB,Portugal,Online TA,TA/TO,Transient-Party,Triple,3,No Deposit,4,1,1,Lisbon,Paris,187.03,2,2,Check-Out,2021-11-10,2019-07-28,0
430,City Hotel,0,2021-09-24,2022-01-22,212,1,0,0,FB,Spain,Online TA,TA/TO,Contract,Double,0,No Deposit,1,7,4,London,Lisbon,67.77,0,0,No-Show,2022-09-07,2021-02-24,0
431,City Hotel,0,2022-07-25,2022-09-22,30,3,0,0,BB,Portugal,Online TA,Corporate,Transient,Triple,0,Non Refund,1,4,31,Berlin,Berlin,67.32,0,3,No-Show,2021-10-21,2022-06-25,0
432,Resort Hotel,1,2022-09-08,2021-12-01,261,2,0,0,BB,France,Corporate,Direct,Contract,Single,0,Non Refund,10,4,30,Lisbon,Berlin,69.6,0,4,Check-Out,2021-08-18,2021-12-21,0
433,City Hotel,1,2020-11-24,2021-06-30,110,4,1,0,HB,Spain,Offline TA/TO,Corporate,Contract,Triple,1,Non Refund,2,3,31,Berlin,Lisbon,189.61,0,2,Check-Out,2022-05-24,2020-08-06,0
434,Resort Hotel,0,2022-05-14,2021-08-15,122,1,0,1,HB,Portugal,Corporate,TA/TO,Transient-Party,Triple,3,Non Refund,9,3,18,Paris,Lisbon,62.82,1,0,Check-Out,2022-10-06,2022-01-12,0
435,Resort Hotel,1,2020-08-06,2020-03-15,18,2,2,0,BB,Germany,Corporate,TA/TO,Transient,Double,0,No Deposit,10,8,34,Paris,Madrid,140.59,1,0,Canceled,2021-11-29,2020-07-19,1
436,City Hotel,1,2022-06-14,2021-08-01,37,4,0,1,HB,Portugal,Corporate,TA/TO,Group,Double,0,Non Refund,5,9,23,Lisbon,London,52.83,0,3,No-Show,2020-03-06,2022-05-08,0
437,Resort Hotel,0,2022-03-30,2020-04-14,191,1,0,1,HB,Portugal,Direct,TA/TO,Group,Triple,1,Non Refund,10,5,28,Lisbon,Lisbon,179.8,2,2,No-Show,2020-10-27,2021-09-20,0
438,Resort Hotel,0,2022-10-26,2022-04-29,142,4,2,1,FB,France,Offline TA/TO,Corporate,Group,Double,3,Refundable,5,7,30,London,Paris,58.07,1,3,No-Show,2022-03-23,2022-06-06,0
439,Resort Hotel,1,2021-11-06,2020-10-06,152,1,1,1,FB,United Kingdom,Direct,Direct,Group,Triple,3,Non Refund,2,7,22,Berlin,Paris,154.09,0,2,Canceled,2020-02-10,2021-06-07,1
440,City Hotel,0,2021-09-09,2021-02-18,306,1,0,1,BB,Spain,Direct,Direct,Transient,Double,2,Non Refund,9,7,22,Paris,Berlin,196.58,0,2,Canceled,2020-12-14,2020-11-07,1
441,Resort Hotel,0,2022-07-26,2020-08-09,154,1,0,0,BB,Spain,Direct,Corporate,Contract,Triple,1,No Deposit,3,5,49,Berlin,Madrid,79.97,2,3,Check-Out,2022-07-24,2022-02-22,0
442,City Hotel,0,2021-03-06,2022-07-10,141,1,2,0,BB,Spain,Online TA,Direct,Transient-Party,Triple,1,Refundable,9,3,18,Madrid,Lisbon,120.84,1,4,Canceled,2021-12-25,2020-10-16,1
443,City Hotel,0,2021-10-10,2021-01-01,269,3,1,1,FB,Spain,Corporate,Direct,Transient-Party,Triple,0,Refundable,5,6,11,Paris,Madrid,97.98,1,1,No-Show,2021-11-09,2021-01-14,0
444,City Hotel,0,2020-08-13,2021-04-04,207,2,2,1,HB,Germany,Direct,TA/TO,Group,Single,0,Non Refund,10,8,21,Berlin,Madrid,65.92,2,0,Check-Out,2021-11-07,2020-01-19,0
445,Resort Hotel,0,2020-01-31,2020-11-25,63,4,0,1,BB,France,Corporate,TA/TO,Group,Double,3,No Deposit,10,4,43,London,Madrid,126.08,0,1,No-Show,2022-10-18,2019-11-29,0
446,Resort Hotel,1,2021-10-22,2022-04-24,284,1,2,0,HB,Portugal,Online TA,Direct,Transient-Party,Single,3,Refundable,4,9,49,Lisbon,Paris,175.48,0,3,Check-Out,2022-07-28,2021-01-11,0
447,City Hotel,0,2020-07-28,2020-08-10,230,1,0,0,HB,Germany,Offline TA/TO,TA/TO,Transient-Party,Single,1,No Deposit,3,1,14,Madrid,Berlin,199.0,2,1,Canceled,2020-01-10,2019-12-11,1
448,City Hotel,1,2022-12-10,2021-02-22,261,4,0,0,HB,United Kingdom,Online TA,Direct,Group,Single,0,Refundable,10,9,22,Paris,Lisbon,167.06,1,0,Canceled,2022-03-16,2022-03-24,1
449,Resort Hotel,1,2020-07-27,2021-09-17,291,3,1,0,FB,France,Offline TA/TO,TA/TO,Transient,Double,3,No Deposit,10,2,15,Madrid,Madrid,97.31,2,2,Check-Out,2021-09-20,2019-10-10,0
450,City Hotel,0,2021-02-08,2021-09-20,21,3,1,1,BB,Spain,Direct,TA/TO,Group,Double,2,No Deposit,5,9,27,Berlin,Lisbon,146.19,2,2,Canceled,2022-07-16,2021-01-18,1
451,City Hotel,1,2020-10-15,2020-04-30,12,1,1,0,HB,Portugal,Direct,TA/TO,Contract,Single,1,No Deposit,10,10,4,London,Lisbon,136.73,1,0,Canceled,2021-02-09,2020-10-03,1
452,Resort Hotel,1,2020-11-12,2022-09-28,266,1,1,0,BB,France,Offline TA/TO,Direct,Contract,Single,3,Non Refund,1,7,50,Paris,Lisbon,82.01,0,2,Check-Out,2020-10-15,2020-02-20,0
453,City Hotel,1,2022-11-10,2022-05-01,18,1,0,1,HB,Germany,Direct,Corporate,Transient,Single,3,No Deposit,4,4,6,Madrid,London,149.42,0,4,Canceled,2022-10-20,2022-10-23,1
454,City Hotel,1,2022-07-08,2022-03-19,96,1,2,1,FB,United Kingdom,Offline TA/TO,Direct,Transient-Party,Single,1,Non Refund,5,3,35,Paris,Paris,177.41,1,2,No-Show,2022-12-15,2022-04-03,0
455,City Hotel,0,2020-12-08,2022-12-05,100,3,1,1,BB,France,Corporate,Corporate,Transient-Party,Triple,1,No Deposit,7,7,7,London,London,87.08,1,3,No-Show,2021-01-09,2020-08-30,0
456,Resort Hotel,0,2022-10-17,2022-12-20,18,3,1,1,BB,United Kingdom,Direct,TA/TO,Transient-Party,Triple,3,No Deposit,5,3,13,Berlin,Lisbon,123.68,1,2,Canceled,2022-06-23,2022-09-29,1
457,Resort Hotel,0,2021-08-16,2021-07-25,84,3,2,0,FB,United Kingdom,Corporate,TA/TO,Contract,Double,3,Refundable,8,9,43,Lisbon,London,73.01,0,2,Check-Out,2021-05-04,2021-05-24,0
458,Resort Hotel,0,2022-10-20,2020-06-16,25,1,2,0,BB,France,Offline TA/TO,Corporate,Transient,Triple,0,Refundable,2,5,35,Madrid,Madrid,113.55,1,0,Canceled,2022-12-19,2022-09-25,1
459,Resort Hotel,1,2022-05-06,2022-01-22,229,1,1,0,FB,Spain,Direct,TA/TO,Transient,Triple,3,No Deposit,4,3,24,Madrid,Madrid,151.14,1,0,No-Show,2020-12-11,2021-09-19,0
460,Resort Hotel,1,2020-11-20,2020-10-25,362,3,0,1,FB,Portugal,Offline TA/TO,TA/TO,Contract,Triple,2,Non Refund,8,10,41,London,Paris,106.36,1,4,Check-Out,2022-06-26,2019-11-24,0
461,Resort Hotel,0,2021-11-15,2021-02-28,106,3,0,1,BB,United Kingdom,Online TA,Direct,Transient-Party,Double,0,No Deposit,3,3,6,Paris,Paris,72.24,0,0,Check-Out,2020-10-01,2021-08-01,0
462,Resort Hotel,1,2021-05-02,2021-11-27,285,3,1,0,FB,Germany,Direct,Corporate,Group,Double,3,No Deposit,7,9,29,Berlin,Paris,159.83,2,1,Check-Out,2020-04-09,2020-07-21,0
463,Resort Hotel,1,2021-11-16,2022-03-25,65,3,0,0,FB,Spain,Offline TA/TO,Corporate,Group,Double,1,Refundable,5,5,39,Madrid,Berlin,77.86,2,4,No-Show,2020-12-03,2021-09-12,0
464,City Hotel,0,2021-11-16,2022-10-05,58,4,0,0,HB,France,Online TA,Corporate,Contract,Single,3,Refundable,3,8,38,Paris,Lisbon,174.78,1,2,Canceled,2021-10-16,2021-09-19,1
465,City Hotel,1,2022-01-18,2020-12-11,158,2,0,1,FB,France,Online TA,Corporate,Group,Single,2,Non Refund,10,2,50,Paris,Lisbon,125.51,1,0,Canceled,2021-03-23,2021-08-13,1
466,Resort Hotel,1,2020-08-08,2022-05-01,310,4,0,1,BB,France,Direct,TA/TO,Contract,Single,3,No Deposit,6,1,18,Lisbon,London,108.88,1,1,Canceled,2020-11-04,2019-10-03,1
467,Resort Hotel,1,2020-11-21,2020-03-28,265,4,2,0,FB,Portugal,Direct,Direct,Group,Triple,2,No Deposit,10,1,38,Berlin,Madrid,129.51,2,2,Canceled,2021-09-30,2020-03-01,1
468,Resort Hotel,0,2021-01-11,2022-10-29,297,2,1,1,HB,Germany,Online TA,TA/TO,Transient,Single,1,Non Refund,10,7,8,Paris,Berlin,105.09,0,1,Check-Out,2020-09-15,2020-03-20,0
469,City Hotel,1,2022-07-15,2021-12-17,119,3,1,0,HB,Spain,Offline TA/TO,TA/TO,Group,Double,0,No Deposit,5,4,3,Lisbon,Berlin,191.88,0,1,Canceled,2022-04-17,2022-03-18,1
470,Resort Hotel,1,2021-08-12,2021-08-05,23,1,0,1,FB,Spain,Offline TA/TO,Direct,Contract,Double,3,No Deposit,7,3,15,Lisbon,Berlin,110.4,2,2,Check-Out,2020-09-28,2021-07-20,0
471,City Hotel,0,2022-10-15,2020-03-18,214,1,2,0,HB,Portugal,Direct,Direct,Transient-Party,Double,1,No Deposit,8,10,24,Lisbon,Paris,88.11,1,0,No-Show,2020-10-04,2022-03-15,0
472,Resort Hotel,1,2020-02-05,2021-04-19,165,3,1,0,BB,France,Offline TA/TO,Corporate,Contract,Single,3,No Deposit,10,6,44,Madrid,London,113.37,2,1,Canceled,2021-01-30,2019-08-24,1
473,Resort Hotel,0,2021-04-23,2021-05-23,319,2,2,0,BB,Spain,Offline TA/TO,Direct,Transient,Triple,0,Non Refund,9,1,2,Paris,Berlin,104.56,0,4,No-Show,2022-11-30,2020-06-08,0
474,Resort Hotel,0,2020-01-31,2020-11-15,102,2,0,0,HB,Germany,Direct,TA/TO,Transient-Party,Single,1,Non Refund,4,9,17,Lisbon,Paris,60.14,0,4,Canceled,2021-01-05,2019-10-21,1
475,City Hotel,0,2022-11-27,2022-02-17,192,1,1,1,HB,United Kingdom,Direct,Corporate,Transient,Triple,2,No Deposit,5,8,48,Berlin,Lisbon,183.92,1,3,Canceled,2020-07-31,2022-05-19,1
476,Resort Hotel,1,2021-12-25,2022-10-23,316,2,0,0,HB,United Kingdom,Online TA,Direct,Group,Double,0,Non Refund,3,1,30,Paris,Paris,50.55,1,1,Canceled,2020-01-01,2021-02-12,1
477,City Hotel,1,2022-05-15,2021-09-29,246,2,2,1,HB,Spain,Corporate,TA/TO,Transient,Double,0,No Deposit,5,1,8,Paris,London,101.69,1,1,No-Show,2021-07-15,2021-09-11,0
478,Resort Hotel,1,2021-07-07,2022-06-08,48,4,0,0,BB,Portugal,Offline TA/TO,TA/TO,Transient-Party,Single,0,No Deposit,1,3,12,London,Paris,193.18,2,0,Check-Out,2021-08-02,2021-05-20,0
479,Resort Hotel,0,2022-04-01,2020-10-01,217,2,2,0,BB,United Kingdom,Online TA,TA/TO,Transient-Party,Single,2,No Deposit,5,6,30,Paris,Madrid,94.1,2,3,Check-Out,2020-01-12,2021-08-27,0
480,Resort Hotel,0,2022-10-23,2022-11-18,250,3,2,0,HB,Portugal,Offline TA/TO,TA/TO,Transient-Party,Single,1,No Deposit,10,5,42,Berlin,London,82.51,1,0,Canceled,2022-11-17,2022-02-15,1
481,Resort Hotel,1,2021-04-12,2021-09-24,64,4,0,0,FB,Portugal,Corporate,Direct,Contract,Single,0,Refundable,8,9,1,Madrid,Madrid,85.45,0,4,No-Show,2020-10-28,2021-02-07,0
482,City Hotel,1,2022-11-30,2021-07-23,43,1,0,1,BB,France,Corporate,TA/TO,Transient,Triple,2,Refundable,10,10,10,London,Madrid,111.68,1,1,Check-Out,2022-10-29,2022-10-18,0
483,City Hotel,1,2022-03-02,2022-01-31,228,2,0,1,BB,Portugal,Online TA,TA/TO,Contract,Single,1,Non Refund,6,1,29,London,London,70.59,0,0,No-Show,2021-02-19,2021-07-17,0
484,City Hotel,0,2020-01-03,2021-11-09,342,4,0,1,FB,Spain,Online TA,TA/TO,Contract,Double,0,Refundable,5,2,36,Berlin,Berlin,141.87,0,4,Check-Out,2022-01-19,2019-01-26,0
485,City Hotel,0,2020-01-29,2021-10-20,323,2,1,0,FB,United Kingdom,Online TA,Corporate,Contract,Single,0,Refundable,6,2,37,London,London,103.35,2,3,Canceled,2020-04-28,2019-03-12,1
486,Resort Hotel,1,2022-08-04,2020-11-16,78,4,0,0,FB,Germany,Direct,TA/TO,Group,Single,3,Refundable,1,1,26,Berlin,Madrid,149.11,0,4,Check-Out,2022-09-24,2022-05-18,0
487,City Hotel,0,2021-03-15,2021-10-22,172,4,0,0,FB,France,Offline TA/TO,Direct,Group,Single,2,Refundable,7,9,10,London,London,80.84,2,3,Canceled,2022-02-26,2020-09-24,1
488,Resort Hotel,0,2021-09-27,2020-04-08,281,1,0,1,FB,France,Corporate,TA/TO,Group,Double,3,No Deposit,2,6,8,Paris,Berlin,147.53,2,1,Canceled,2020-02-29,2020-12-20,1
489,Resort Hotel,1,2020-10-24,2021-03-13,154,3,0,1,FB,United Kingdom,Corporate,TA/TO,Transient-Party,Double,3,Refundable,9,6,25,London,Madrid,82.4,2,2,Canceled,2021-03-12,2020-05-23,1
490,Resort Hotel,1,2021-01-07,2020-01-02,4,1,0,1,FB,United Kingdom,Online TA,TA/TO,Transient-Party,Single,3,Refundable,10,6,18,Paris,Madrid,59.52,2,3,Check-Out,2022-03-22,2021-01-03,0
491,City Hotel,1,2021-03-04,2022-10-12,0,1,0,1,BB,Portugal,Offline TA/TO,TA/TO,Contract,Single,1,Refundable,7,5,47,Paris,Lisbon,104.58,1,1,Check-Out,2020-10-05,2021-03-04,0
492,City Hotel,1,2021-06-15,2022-06-14,202,1,0,0,BB,Spain,Online TA,Corporate,Group,Double,0,Non Refund,4,3,34,Berlin,Madrid,56.5,2,4,Canceled,2021-08-05,2020-11-25,1
493,City Hotel,0,2021-08-07,2021-05-24,170,2,1,0,BB,Spain,Online TA,Corporate,Group,Double,1,Non Refund,8,9,0,London,Paris,133.53,2,3,Check-Out,2020-07-15,2021-02-18,0
494,Resort Hotel,0,2020-06-07,2021-05-11,293,2,1,0,FB,Spain,Direct,TA/TO,Contract,Single,0,No Deposit,7,7,19,Lisbon,Lisbon,103.76,2,0,No-Show,2021-01-03,2019-08-19,0
495,Resort Hotel,0,2022-10-17,2021-09-04,348,1,0,1,BB,United Kingdom,Corporate,Corporate,Contract,Double,2,No Deposit,9,3,45,Paris,Berlin,178.58,1,0,Check-Out,2022-04-27,2021-11-03,0
